job_name,submit_time,origin,assigned,k,duration,latency_ms,carbon_g,dropped
j_037342,1448342.5,US_East,France,5,4.5,90.0,0.0525,False
j_110332,1448490.6,India,US_Central,1,1751.6,244.0,102.17667639778321,False
j_110325,1448518.4,India,France,1,10801.4,137.0,130.84938488888756,False
j_128582,1448841.5,Japan,US_Central,2,4012.9,128.0,230.66184421388363,False
j_092078,1449159.1,Korea,US_West,1,7272.6,134.0,157.2675000000018,False
j_110318,1449268.7,India,US_Central,1,21600.0,244.0,1348.2247307294435,False
j_092075,1449361.3,Korea,US_West,1,7805.8,134.0,168.18694444444534,False
j_019055,1449710.4,US_Central,France,4,62.0,113.0,0.7233333333333334,False
j_037335,1449741.3,US_East,US_Central,4,22.4,38.0,1.3066667911056784,False
j_128554,1449807.9,Japan,US_West,3,418.7,109.0,9.537055555554495,False
j_019059,1449827.3,US_Central,US_West,5,9.0,39.0,0.205,False
j_110304,1450002.4,India,France,5,7.6,137.0,0.0886666666677532,False
j_128563,1450073.0,Japan,US_Central,1,8669.5,128.0,495.2770873722222,False
j_128589,1450149.8,Japan,US_Central,2,14400.0,128.0,830.5551147233334,False
j_000811,1450174.6,US_West,US_Central,3,204.9,39.0,11.952501138327902,False
j_110320,1450252.7,India,France,1,21600.0,137.0,275.6959330525556,False
j_128583,1450265.8,Japan,US_Central,5,6.8,128.0,0.39666670444716084,False
j_092064,1450334.4,Korea,France,1,11499.3,238.0,142.6778290736671,False
j_000828,1450371.1,US_West,US_Central,4,18.0,39.0,1.0500001,False
j_055559,1450866.9,France,France,5,9.0,0.0,0.105,False
j_019081,1450908.5,US_Central,US_West,1,15153.4,39.0,328.22680555555326,False
j_019052,1450949.4,US_Central,US_West,5,4.3,39.0,0.09197222222321821,False
j_092058,1451170.9,Korea,US_Central,1,1622.3,153.0,91.93033333333597,False
j_092096,1451196.0,Korea,US_Central,1,3328.3,153.0,188.7072500000027,False
j_037305,1451295.2,US_East,US_Central,3,131.9,38.0,7.4743333333280555,False
j_073805,1451469.4,Germany,France,2,5745.5,12.0,69.37658020566658,False
j_019092,1451515.0,US_Central,US_Central,2,1890.5,0.0,107.12833333333333,False
j_055584,1451913.3,France,France,5,8.9,0.0,0.10383333333224679,False
j_110317,1452138.3,India,US_Central,5,1.7,244.0,0.09633333333069459,False
j_000820,1452746.6,US_West,US_Central,1,3782.3,39.0,216.1044166666694,False
j_037331,1452816.5,US_East,France,5,5.6,90.0,0.06533333333441987,False
j_110321,1453203.2,India,US_West,1,4741.9,225.0,100.43922222222027,False
j_000822,1453233.8,US_West,France,5,7.9,146.0,0.09216666666558013,False
j_073829,1453625.8,Germany,France,4,40.9,12.0,0.4771666666655801,False
j_073800,1453784.7,Germany,France,4,33.8,12.0,0.3943333333338766,False
j_037301,1453861.7,US_East,US_Central,5,3.8,38.0,0.21533333333597207,False
j_110333,1453974.3,India,US_West,1,3794.0,225.0,80.21380555555554,False
j_128578,1454195.0,Japan,US_West,1,4700.8,109.0,99.54488888888989,False
j_073806,1454303.1,Germany,US_West,5,14.3,153.0,0.3058611111121071,False
j_037333,1454800.2,US_East,US_East,5,4.2,0.0,0.269499999997012,False
j_037318,1455049.7,US_East,US_Central,5,2.0,38.0,0.115,False
j_128577,1455051.7,Japan,France,5,3.7,228.0,0.04624999588830681,False
j_037306,1455337.1,US_East,US_Central,5,4.7,38.0,0.27024999999732247,False
j_037327,1455573.9,US_East,France,3,105.2,90.0,1.314999883110529,False
j_000830,1455690.4,US_West,France,4,15.1,146.0,0.1887499832233864,False
j_110310,1455707.5,India,US_West,1,4798.6,225.0,101.99991666666865,False
j_037304,1455752.4,US_East,US_East,1,5077.1,0.0,324.9946111111171,False
j_019056,1456037.4,US_Central,US_West,4,22.7,39.0,0.47922222222123917,False
j_073821,1456149.0,Germany,France,2,2012.8,12.0,25.249886832222835,False
j_000819,1456268.8,US_West,US_Central,5,11.7,39.0,0.6727499999973224,False
j_000810,1456642.7,US_West,US_Central,1,1794.1,39.0,102.67541666667196,False
j_019086,1456650.4,US_Central,France,5,7.2,113.0,0.08999999199941792,False
j_019068,1456919.2,US_Central,US_Central,5,4.2,0.0,0.24149999999732244,False
j_019054,1457055.3,US_Central,US_East,1,3797.7,38.0,242.893249999997,False
j_037348,1457074.8,US_East,US_Central,4,22.4,38.0,1.287999999994645,False
j_000831,1457229.8,US_West,France,5,2.7,146.0,0.03374999699941792,False
j_110331,1457410.4,India,France,1,6076.0,137.0,80.56999724888877,False
j_073827,1457415.0,Germany,US_Central,5,2.0,125.0,0.115,False
j_055572,1457441.8,France,US_East,5,1.8,90.0,0.11550000000298799,False
j_110316,1457451.5,India,France,5,3.0,137.0,0.03749999666666667,False
j_019088,1458418.7,US_Central,US_West,1,2539.7,39.0,54.321361111110114,False
j_092057,1458657.8,Korea,US_West,5,9.0,134.0,0.1925,False
j_000814,1458659.0,US_West,US_Central,3,366.7,39.0,20.67780555555293,False
j_019082,1458979.4,US_Central,US_West,5,5.1,39.0,0.10908333333532533,False
j_073840,1459105.1,Germany,US_East,3,101.3,95.0,6.47194444444742,False
j_019069,1459189.7,US_Central,US_West,4,47.9,39.0,1.0245277777757857,False
j_055558,1459320.5,France,France,1,3821.5,0.0,51.17680384222223,False
j_055592,1459421.4,France,US_Central,1,21600.0,113.0,1497.5571666666656,False
j_110302,1459463.9,India,France,1,20382.6,137.0,255.69532105944566,False
j_037323,1459507.8,US_East,US_Central,5,2.5,38.0,0.14097222222222222,False
j_092072,1459687.3,Korea,France,2,3560.6,238.0,47.85885928011244,False
j_019070,1459880.9,US_Central,France,5,7.6,113.0,0.09922222222343811,False
j_092071,1459928.1,Korea,France,1,2069.6,238.0,27.351194002556927,False
j_073813,1460085.0,Germany,US_Central,4,36.8,125.0,2.075111111113737,False
j_110326,1460347.0,India,US_West,3,96.7,225.0,2.0683055555545597,False
j_073848,1460503.6,Germany,France,5,3.2,12.0,0.04177777777716983,False
j_019072,1460641.8,US_Central,US_Central,4,59.0,0.0,3.3269444444444445,False
j_055583,1460644.3,France,US_West,5,3.3,146.0,0.07058333333432933,False
j_019071,1460748.0,US_Central,US_Central,3,177.0,0.0,9.980833333333333,False
j_073841,1460833.3,Germany,US_West,1,3658.1,153.0,79.84902777777985,False
j_019058,1461164.0,US_Central,US_Central,1,2940.9,0.0,176.27116666666103,False
j_092053,1461323.4,Korea,US_Central,1,12711.6,153.0,898.5888333333386,False
j_092073,1461524.0,Korea,France,1,1832.5,238.0,25.388053603888892,False
j_000808,1461613.6,US_West,US_West,1,6438.2,0.0,149.99655555555466,False
j_000840,1461635.5,US_West,US_West,5,1.4,0.0,0.030722222220178487,False
j_037312,1461949.5,US_East,France,5,6.8,90.0,0.09444443688953565,False
j_000835,1462061.6,US_West,US_West,5,3.0,0.0,0.06583333333333333,False
j_073834,1463071.1,Germany,France,1,2111.7,12.0,29.329164320332687,False
j_073807,1463091.6,Germany,US_Central,1,3387.6,125.0,222.19400000000812,False
j_110348,1463821.1,India,US_West,1,1916.7,225.0,43.704194444443566,False
j_000827,1463908.9,US_West,France,5,3.1,146.0,0.04305555211240462,False
j_019073,1463910.1,US_Central,US_West,5,6.4,39.0,0.1404444444424007,False
j_000815,1464178.6,US_West,France,5,6.3,146.0,0.08749999300064676,False
j_000803,1464500.5,US_West,US_Central,3,104.6,39.0,6.3341111111167505,False
j_073826,1464886.6,Germany,US_West,4,12.4,153.0,0.2721111111090674,False
j_019062,1464895.0,US_Central,US_West,4,48.8,39.0,1.0708888888899109,False
j_055591,1465055.0,France,US_West,5,25.0,146.0,0.5486111111111112,False
j_037303,1465621.6,US_East,France,2,1431.7,90.0,19.089333333332714,False
j_000816,1465705.4,US_West,France,3,288.3,146.0,3.8440000000006207,False
j_073832,1466105.0,Germany,US_West,1,2465.1,153.0,61.62750000000233,False
j_037326,1466199.2,US_East,France,1,21600.0,90.0,253.22442844444458,False
j_055577,1466382.2,France,France,5,2.8,0.0,0.037333333333954215,False
j_037329,1466584.0,US_East,France,5,3.6,90.0,0.048000000001241765,False
j_055586,1466843.8,France,France,1,4960.0,0.0,62.795774440222175,False
j_110300,1467551.9,India,France,4,157.6,137.0,2.101333333334575,False
j_128598,1467575.5,Japan,France,2,800.8,228.0,10.677333333333955,False
j_000846,1467587.2,US_West,US_West,5,9.8,0.0,0.24500000000116415,False
j_000821,1468252.2,US_West,France,2,1289.5,146.0,16.369221398111165,False
j_092094,1468659.3,Korea,France,4,22.5,238.0,0.3,False
j_110352,1469016.6,India,France,1,2508.7,137.0,30.661886101443876,False
j_128616,1469913.5,Japan,France,4,18.5,228.0,0.2261110905555556,False
j_000857,1470086.1,US_West,France,3,123.9,146.0,1.5143331956655286,False
j_055632,1470126.0,France,US_West,1,2208.8,146.0,90.19266666666857,False
j_055602,1470808.8,France,France,4,16.3,0.0,0.19922220411168026,False
j_110375,1471060.6,India,France,4,71.1,137.0,0.8689999210011384,False
j_000895,1471281.4,US_West,US_West,1,7782.8,0.0,382.1420000000014,False
j_128608,1471706.5,Japan,France,3,76.1,228.0,0.930111026556694,False
j_055616,1472082.8,France,US_West,1,1457.1,146.0,69.63069444444949,False
j_092143,1472104.2,Korea,US_West,5,4.3,134.0,0.1755833333352348,False
j_110365,1472127.8,India,France,4,6.2,137.0,0.07577777088831975,False
j_073899,1472296.3,Germany,US_West,4,17.8,153.0,0.7268333333352348,False
j_128648,1472570.9,Japan,France,5,7.7,228.0,0.08983333333279006,False
j_128636,1472660.4,Japan,France,4,22.2,228.0,0.2589999999994567,False
j_073865,1473087.5,Germany,France,1,5569.4,12.0,64.23830260344339,False
j_073858,1473250.3,Germany,France,1,13214.8,12.0,150.35871059433381,False
j_055614,1473494.5,France,France,1,2560.4,0.0,29.856083272332274,False
j_092144,1473747.0,Korea,France,1,1941.9,238.0,22.655499999998913,False
j_110371,1474115.9,India,France,5,1.7,137.0,0.01983333333279006,False
j_000871,1474508.5,US_West,France,3,407.6,146.0,4.75533333333442,False
j_092135,1474864.1,Korea,France,3,159.2,238.0,1.8573333333327902,False
j_073850,1475011.1,Germany,US_West,2,1994.3,153.0,100.83669444444699,False
j_073895,1475481.0,Germany,US_West,4,42.1,153.0,2.0933055555601863,False
j_110367,1475570.2,India,US_West,5,2.0,225.0,0.09944444444444445,False
j_055625,1475869.2,France,France,1,5320.4,0.0,60.629772011554515,False
j_055621,1476018.4,France,US_East,2,4728.5,90.0,290.9536666666667,False
j_092113,1476089.8,Korea,US_West,5,4.0,134.0,0.20555555555555555,False
j_073880,1476313.5,Germany,France,1,6853.6,12.0,78.05488127377883,False
j_128633,1476402.9,Japan,US_West,4,16.6,109.0,0.8530555555603415,False
j_110386,1476559.8,India,US_West,5,3.3,225.0,0.1695833333357263,False
j_092134,1476716.6,Korea,US_West,1,6436.8,134.0,343.6117222222251,False
j_092136,1477375.3,Korea,France,2,1287.9,238.0,14.66774856899894,False
j_073875,1477641.4,Germany,France,1,3534.6,12.0,40.2551627393344,False
j_073852,1477981.5,Germany,US_East,2,717.2,95.0,44.22733333333046,False
j_055630,1478141.6,France,US_West,4,10.9,146.0,0.5601388888841029,False
j_055627,1478296.7,France,US_West,1,1837.2,146.0,96.33963888888616,False
j_055620,1478520.8,France,France,5,4.1,0.0,0.04669443988994956,False
j_037394,1478703.6,US_East,US_East,1,877.4,0.0,54.10633333332759,False
j_092115,1478761.2,Korea,US_West,4,8.4,134.0,0.4316666666618807,False
j_073892,1479241.1,Germany,US_West,1,3398.9,153.0,185.64347222221744,False
j_055607,1479279.6,France,France,1,14480.3,0.0,159.9812101330005,False
j_092142,1479313.5,Korea,US_West,4,28.4,134.0,1.4594444444396584,False
j_037386,1479395.4,US_East,US_West,1,2122.3,74.0,115.98766666666889,False
j_019137,1479398.9,US_Central,France,5,2.0,113.0,0.022777775555555557,False
j_128603,1479829.6,Japan,US_West,5,5.0,109.0,0.275,False
j_073884,1480429.0,Germany,France,1,18943.7,12.0,209.25526072922173,False
j_037365,1480462.7,US_East,US_West,5,5.6,74.0,0.3080000000051223,False
j_037385,1480806.8,US_East,US_West,1,12759.5,74.0,714.68825,False
j_092120,1480944.2,Korea,US_West,1,4402.3,134.0,241.53025000000255,False
j_092110,1481095.9,Korea,France,5,6.3,238.0,0.07174999300053034,False
j_073864,1481165.6,Germany,US_West,1,1999.5,153.0,109.9725,False
j_073855,1481740.0,Germany,France,5,3.0,12.0,0.03416666333333333,False
j_110372,1481749.8,India,France,4,7.3,137.0,0.08313888077830812,False
j_073862,1482132.6,Germany,US_East,1,5872.4,95.0,363.2036378055499,False
j_037388,1482207.8,US_East,US_West,1,1392.5,74.0,76.47630555555554,False
j_019101,1482305.6,US_Central,US_East,1,5414.9,38.0,335.1662751138833,False
j_073854,1482484.3,Germany,US_East,5,1.4,95.0,0.08555555554986415,False
j_128639,1482488.2,Japan,France,5,3.6,228.0,0.040999996001060676,False
j_037384,1482595.3,US_East,US_West,1,3423.0,74.0,187.48213888888887,False
j_110389,1482975.8,India,US_West,1,2010.8,225.0,110.09772222222476,False
j_019113,1483258.1,US_Central,US_West,1,680.2,39.0,37.222055555553005,False
j_092127,1483487.5,Korea,France,5,13.1,238.0,0.14555554100103482,False
j_092117,1483495.9,Korea,France,4,7.3,238.0,0.08111110300051741,False
j_110399,1483499.2,India,US_West,1,9294.7,225.0,522.2763611111083,False
j_037363,1483851.1,US_East,France,5,5.8,90.0,0.0644444380005174,False
j_128645,1483858.9,Japan,France,4,40.2,228.0,0.44666662199948265,False
j_037364,1483860.6,US_East,US_West,1,10062.9,74.0,567.451749999995,False
j_092139,1484286.9,Korea,France,1,12395.0,238.0,135.72221245,False
j_000860,1484332.2,US_West,France,5,4.3,146.0,0.04777777300051741,False
j_128614,1485104.6,Japan,France,5,6.4,228.0,0.0711111039989652,False
j_092140,1485787.2,Korea,US_West,4,23.0,134.0,1.2586111111111111,False
j_000856,1486035.8,US_West,US_West,1,14764.4,0.0,861.3864999999947,False
j_092124,1486179.9,Korea,US_East,3,156.3,193.0,9.725334201669565,False
j_019121,1486496.0,US_Central,France,1,21600.0,113.0,225.6755432177778,False
j_000899,1486615.8,US_West,US_West,5,8.5,0.0,0.4651388888888889,False
j_073886,1486793.3,Germany,US_West,1,5681.4,153.0,323.66188888888365,False
j_110368,1486945.4,India,France,4,29.2,137.0,0.3082222222217307,False
j_037358,1487023.8,US_East,US_East,1,21600.0,0.0,1330.8757066666667,False
j_110362,1487126.3,India,US_West,5,4.8,225.0,0.27200000000263874,False
j_037357,1487928.7,US_East,US_West,1,6028.0,74.0,344.5505833333333,False
j_092107,1488039.1,Korea,France,5,4.7,238.0,0.04961111111061958,False
j_128623,1488321.5,Japan,US_East,3,103.8,172.0,6.372167243336192,False
j_092109,1488477.4,Korea,US_West,3,27.7,134.0,1.569666666664028,False
j_110359,1488500.4,India,US_West,5,5.6,225.0,0.3173333333386108,False
j_092114,1488580.0,Korea,France,4,28.4,238.0,0.2997777777767947,False
j_037367,1488789.9,US_East,US_East,1,16363.5,0.0,1011.3407609083334,False
j_037378,1489249.4,US_East,US_East,5,7.0,0.0,0.4297222611111111,False
j_092137,1489443.9,Korea,France,5,1.9,238.0,0.02005555555457249,False
j_000889,1489445.3,US_West,US_West,1,2887.2,0.0,165.21841666666404,False
j_092133,1489619.9,Korea,US_East,5,4.1,193.0,0.25169446722793953,False
j_037373,1489630.7,US_East,France,1,9081.1,90.0,100.47371298688991,False
j_037381,1490083.4,US_East,US_East,1,3612.2,0.0,225.4107239811081,False
j_019133,1490102.2,US_Central,France,1,11693.5,113.0,128.9349602222223,False
j_110374,1490218.1,India,US_West,3,114.0,225.0,6.46,False
j_000898,1490230.8,US_West,US_West,4,164.0,0.0,9.293333333333333,False
j_110387,1490261.5,India,France,2,1331.6,137.0,14.71860978544548,False
j_019141,1490576.5,US_Central,France,5,3.7,113.0,0.041111106999482595,False
j_037371,1491092.5,US_East,US_East,3,503.8,0.0,31.48750000000291,False
j_019119,1491214.7,US_Central,US_East,5,5.5,38.0,0.34375,False
j_019128,1491261.3,US_Central,France,2,448.2,113.0,4.979999501999483,False
j_019134,1491673.8,US_Central,France,2,1473.8,113.0,16.37555391800052,False
j_019120,1491699.5,US_Central,US_East,1,6646.5,38.0,411.78458333333333,False
j_092118,1492004.3,Korea,US_East,4,16.0,193.0,1.0,False
j_019149,1492625.5,US_Central,France,1,21600.0,113.0,215.67262936166668,False
j_037395,1493009.1,US_East,US_East,1,5542.3,0.0,342.60091666666943,False
j_110370,1493243.9,India,US_East,5,4.1,204.0,0.25625000000582077,False
j_019139,1493313.9,US_Central,US_East,1,5058.6,38.0,312.5187500000058,False
j_019100,1493745.1,US_Central,France,1,3630.6,113.0,40.33999596600104,False
j_000893,1494097.2,US_West,US_Central,5,2.7,39.0,0.1559999999973095,False
j_037377,1494102.8,US_East,US_Central,1,2373.5,38.0,137.13555555555556,False
j_092111,1494125.4,Korea,US_Central,3,104.1,153.0,6.014666666672047,False
j_128622,1494656.8,Japan,US_Central,1,11763.9,128.0,772.7553966666603,False
j_073861,1494770.3,Germany,US_East,4,11.5,95.0,0.7091666666666666,False
j_110381,1494780.6,India,France,5,3.2,137.0,0.0355555519994826,False
j_000878,1495236.2,US_West,US_East,5,4.6,74.0,0.2836666666724098,False
j_000863,1495450.5,US_West,US_Central,2,5703.0,39.0,351.2224802583333,False
j_019118,1495530.6,US_Central,US_Central,1,19356.0,0.0,1450.1794800000032,False
j_000853,1495635.9,US_West,US_Central,1,2101.5,39.0,122.25966590333276,False
j_055622,1495706.6,France,France,5,3.5,0.0,0.038888885000000005,False
j_055603,1495963.1,France,France,5,9.2,0.0,0.1022222119994826,False
j_037350,1496305.0,US_East,France,3,170.3,90.0,1.8922220330005177,False
j_110398,1496525.2,India,US_Central,1,2175.5,244.0,132.42204944055527,False
j_128628,1496658.1,Japan,US_East,5,3.6,172.0,0.22200000000574316,False
j_037355,1496750.0,US_East,US_Central,5,3.7,38.0,0.2137777777750873,False
j_000890,1496899.6,US_West,US_Central,3,154.8,39.0,8.94400000000269,False
j_110373,1497192.0,India,US_Central,5,5.5,244.0,0.31777777777777777,False
j_128621,1497284.6,Japan,US_East,3,94.7,172.0,5.8398333333304615,False
j_019136,1497386.9,US_Central,US_East,1,21600.0,38.0,1327.9408455555556,False
j_019104,1497393.1,US_Central,US_East,1,6394.3,38.0,394.31516666666954,False
j_000862,1497455.3,US_West,US_Central,1,4802.1,39.0,311.20353555556244,False
j_055604,1497483.2,France,France,4,19.2,0.0,0.2133333119994826,False
j_055609,1497732.8,France,US_West,1,4919.2,146.0,299.4077777777749,False
j_110357,1498044.6,India,US_Central,3,184.3,244.0,11.774721198336307,False
j_019138,1498050.6,US_Central,US_West,1,3440.9,39.0,210.03430555554988,False
j_055647,1498430.7,France,US_East,1,20988.2,90.0,1290.3331788888859,False
j_110369,1498531.9,India,France,2,527.8,137.0,5.864443858000517,False
j_110390,1498586.7,India,US_East,4,50.9,204.0,3.13883333332759,False
j_092104,1498654.3,Korea,US_Central,5,3.9,153.0,0.24916664499404986,False
j_019105,1498660.8,US_Central,US_West,1,21600.0,39.0,1343.5266666666666,False
j_110354,1498813.1,India,US_Central,4,27.4,244.0,1.7505554033273831,False
j_019140,1498948.0,US_Central,France,5,13.4,113.0,0.1488888739989652,False
j_019129,1498950.0,US_Central,France,3,513.2,113.0,5.702221651999483,False
j_128625,1499104.8,Japan,US_Central,4,10.8,128.0,0.689999940002975,False
j_055628,1499340.7,France,US_West,4,60.9,146.0,3.7216666666609752,False
j_092119,1499375.5,Korea,US_West,4,13.4,134.0,0.8188888888831974,False
j_037368,1499458.4,US_East,France,5,2.6,90.0,0.028888886001034803,False
j_092103,1499513.6,Korea,US_West,5,6.7,134.0,0.4094444444415987,False
j_128620,1499582.8,Japan,US_Central,2,1701.9,128.0,109.15599101554938,False
j_000884,1499784.4,US_West,France,1,2167.9,146.0,23.042915093777,False
j_019147,1499869.5,US_Central,US_West,3,168.3,39.0,10.285000000002846,False
j_092147,1499980.8,Korea,France,3,282.6,238.0,3.1399996860010346,False
j_019127,1500192.2,US_Central,US_East,1,946.4,38.0,58.36133333332759,False
j_110350,1500467.4,India,US_West,5,5.5,225.0,0.33611111111111114,False
j_055610,1500664.0,France,France,5,3.8,0.0,0.042222218000517404,False
j_073853,1500870.1,Germany,US_Central,4,10.3,125.0,0.6580554983363084,False
j_000876,1500883.8,US_West,US_East,1,3608.6,74.0,222.5303333333391,False
j_055634,1500975.1,France,US_West,4,17.1,146.0,1.0450000000056914,False
j_073868,1501055.3,Germany,US_East,4,72.2,95.0,4.452333333330461,False
j_110360,1501263.5,India,US_East,5,2.2,204.0,0.1356666666637951,False
j_073863,1501309.3,Germany,US_Central,5,17.3,125.0,1.1917777777809857,False
j_055600,1501608.5,France,France,4,12.3,0.0,0.11958333333378605,False
j_092128,1501699.8,Korea,US_Central,5,6.3,153.0,0.4340000000032079,False
j_037389,1501748.0,US_East,US_East,1,3716.0,0.0,228.6000036888889,False
j_000896,1501907.8,US_West,US_East,1,3216.3,74.0,198.068418467225,False
j_019122,1501916.6,US_Central,France,1,15889.6,113.0,146.25655555555636,False
j_019131,1502119.6,US_Central,US_Central,2,398.7,0.0,27.465999999996793,False
j_073859,1502473.6,Germany,US_East,1,2780.9,95.0,171.1100858583276,False
j_128642,1502715.2,Japan,US_East,3,117.9,172.0,7.270499999994257,False
j_055633,1503008.0,France,France,5,1.4,0.0,0.01361111111020566,False
j_073877,1503216.9,Germany,France,1,4589.4,12.0,42.113916666665915,False
j_000880,1503370.7,US_West,US_Central,1,3529.7,39.0,260.076999999996,False
j_019144,1503612.6,US_Central,France,4,33.5,113.0,0.32569444444444445,False
j_128634,1503649.1,Japan,France,5,1.8,228.0,0.017500000000452726,False
j_037387,1503660.7,US_East,France,1,8926.4,90.0,81.45827777777696,False
j_128626,1503885.8,Japan,US_East,2,3942.2,172.0,240.57901682221936,False
j_055645,1503986.9,France,US_Central,5,5.0,113.0,0.34444444444444444,False
j_110384,1504337.2,India,France,4,10.3,137.0,0.10013888888934161,False
j_073896,1504878.5,Germany,France,5,3.1,12.0,0.027555555556383397,False
j_055612,1504957.0,France,US_East,4,17.5,90.0,1.0645834305555557,False
j_073866,1505075.6,Germany,France,4,46.2,12.0,0.41066666666625273,False
j_092126,1505256.0,Korea,France,1,4877.8,238.0,43.83983333333376,False
j_092106,1506022.4,Korea,US_West,5,2.5,134.0,0.15347222222222223,False
j_000867,1506299.8,US_West,US_East,5,5.8,74.0,0.3528333655583883,False
j_000852,1507007.0,US_West,US_East,1,6618.7,74.0,404.44394440555266,False
j_019132,1507082.6,US_Central,US_West,5,7.5,39.0,0.46041666666666664,False
j_055649,1507119.2,France,US_East,1,12063.2,90.0,741.8251382266637,False
j_055617,1507129.8,France,France,3,406.7,0.0,3.6151111111106973,False
j_055646,1508013.2,France,US_West,5,11.4,146.0,0.6998333333276161,False
j_019108,1508050.7,US_Central,France,1,12363.6,113.0,113.23597222222307,False
j_055624,1508055.1,France,France,5,3.5,0.0,0.03111111111111111,False
j_055644,1508216.7,France,France,5,9.5,0.0,0.08444444444444445,False
j_073889,1508295.7,Germany,US_West,2,12546.0,153.0,791.4488333333333,False
j_000866,1508431.5,US_West,France,1,635.2,146.0,5.822666666666239,False
j_128644,1508735.5,Japan,France,3,94.7,228.0,0.8680833333329064,False
j_055641,1508766.4,France,France,4,27.7,0.0,0.2539166666662398,False
j_092100,1509226.6,Korea,US_West,4,18.1,134.0,1.1362777777836244,False
j_073872,1509280.6,Germany,France,5,15.4,12.0,0.14116666666581296,False
j_073893,1509576.2,Germany,France,5,3.2,12.0,0.029333333332906476,False
j_092145,1509620.0,Korea,US_East,5,5.5,193.0,0.3345833638888889,False
j_128631,1509863.7,Japan,US_East,4,39.8,172.0,2.4211668877806107,False
j_000881,1509928.0,US_West,US_East,1,2896.7,74.0,177.13226151110825,False
j_037366,1509944.6,US_East,France,2,547.9,90.0,5.022416666665813,False
j_073860,1509972.0,Germany,US_East,5,1.0,95.0,0.060833338888888894,False
j_073857,1510188.4,Germany,US_West,3,323.6,153.0,20.314888888894735,False
j_055642,1510306.5,France,France,5,8.2,0.0,0.0751666666662398,False
j_019135,1511324.4,US_Central,US_East,3,107.5,38.0,6.539583930555556,False
j_073870,1511391.0,Germany,US_East,4,16.1,95.0,0.9794167561167767,False
j_073898,1511579.7,Germany,US_West,4,12.5,153.0,0.7847222222222222,False
j_092146,1511937.4,Korea,US_East,5,6.4,193.0,0.3893333688832234,False
j_128646,1512174.7,Japan,France,4,54.7,228.0,0.5014166666662399,False
j_055643,1512182.3,France,France,3,165.7,0.0,1.5189166666662397,False
j_000851,1512410.2,US_West,US_West,1,2273.9,0.0,147.17186111110507,False
j_055636,1512548.8,France,France,5,3.0,0.0,0.0275,False
j_055638,1513161.6,France,France,5,7.9,0.0,0.07241666666581295,False
j_073891,1513660.1,Germany,US_West,5,7.8,153.0,0.5048333333363472,False
j_055613,1514176.9,France,France,4,34.8,0.0,0.31900000000042683,False
j_092132,1515073.9,Korea,France,1,7810.5,238.0,71.61969444444442,False
j_019106,1515486.3,US_Central,France,1,11372.2,113.0,105.88197222222179,False
j_019111,1515558.4,US_Central,France,2,1362.0,113.0,12.485,False
j_128635,1515708.7,Japan,France,4,7.2,228.0,0.06599999999957315,False
j_037359,1515725.5,US_East,France,3,173.2,90.0,1.5876666666662398,False
j_128629,1515835.1,Japan,US_West,1,21600.0,109.0,892.4204999999959,False
j_037354,1516018.6,US_East,US_West,2,2817.7,74.0,178.4543333333304,False
j_019114,1516323.4,US_Central,France,1,6865.3,113.0,63.0398888888893,False
j_055608,1516827.8,France,France,4,5.1,0.0,0.04675000000085371,False
j_000864,1517673.9,US_West,France,5,13.7,146.0,0.12558333333290647,False
j_128604,1518093.0,Japan,France,1,3060.9,228.0,28.058249999999145,False
j_092108,1518223.0,Korea,France,1,16795.6,238.0,166.14183333333426,False
j_128627,1518291.2,Japan,US_West,5,12.1,109.0,0.7663333333392317,False
j_128605,1518769.6,Japan,US_West,1,13750.7,109.0,610.8651666666618,False
j_128640,1520046.7,Japan,US_West,2,1552.7,109.0,92.73069444444167,False
j_073851,1520209.0,Germany,US_West,5,5.4,153.0,0.32249999999443796,False
j_092112,1520542.1,Korea,France,5,5.7,238.0,0.052249999999573145,False
j_055640,1520954.9,France,US_West,4,24.7,146.0,1.475138888886108,False
j_055623,1521020.4,France,France,3,102.9,0.0,0.9432499999991463,False
j_092101,1521128.5,Korea,US_West,1,3614.1,134.0,205.5894722222273,False
j_073887,1521268.3,Germany,US_West,1,1638.7,153.0,97.30208333333056,False
j_055631,1521319.3,France,France,3,557.8,0.0,5.113166666667094,False
j_110364,1521376.3,India,US_West,5,3.6,225.0,0.21500000000556208,False
j_037362,1521582.9,US_East,France,5,3.8,90.0,0.03483333333376019,False
j_092116,1521816.5,Korea,France,1,4700.5,238.0,44.250416666666666,False
j_055619,1521837.8,France,France,5,4.0,0.0,0.03666666666666667,False
j_128600,1522181.7,Japan,US_West,2,407.1,109.0,24.31291666667223,False
j_019143,1522709.0,US_Central,US_West,5,3.1,39.0,0.18513888889445096,False
j_055648,1522814.0,France,France,4,37.2,0.0,0.3513333333328935,False
j_019123,1522995.8,US_Central,France,3,167.0,113.0,1.5772222222222223,False
j_037352,1523201.8,US_East,France,5,10.6,90.0,0.1001111111119907,False
j_037390,1523354.3,US_East,US_West,5,6.9,74.0,0.37566666666159615,False
j_128606,1523608.4,Japan,France,1,6308.3,228.0,63.48583333333372,False
j_128609,1523708.2,Japan,France,5,3.4,228.0,0.03211111111023153,False
j_073894,1524418.8,Germany,France,5,3.4,12.0,0.03211111111023153,False
j_128617,1524629.4,Japan,US_East,1,1410.2,172.0,88.5292222222193,False
